position,title
Q5453160,First Lady
Q25351737,Chief of Army Staff
Q23641158,Chief of Naval Staff
Q5097048,Chief of Air Staff
Q111078728,Director General of the State Security Service
Q111079015,Director General of the National Intelligence Agency
Q25215612,Chief of Defence Intelligence
Q18206482,Deputy President of the Senate
Q19671478,Governor of Abia State
Q19671527,Governor of Adamawa State
Q19671558,Governor of Akwa Ibom State
Q19671587,Governor of Anambra State
Q19681521,Governor of Bauchi State
Q19681529,Governor of Bayelsa State
Q19670906,Governor of Benue State
Q19681536,Governor of Borno State
Q53845430,Governor of Cross River State
Q19682774,Governor of Delta State
Q19682827,Governor of Ebonyi State
Q19682857,Governor of Edo State
Q53857743,Governor of Ekiti State
Q53857940,Governor of Enugu State
Q53857981,Governor of Gombe State
Q53857987,Governor of Imo State
Q53857995,Governor of Jigawa State
Q14915296,Governor of Kaduna State
Q53864915,Governor of Kano State
Q53864950,Governor of Katsina State
Q6572142,Governor of Kebbi State
Q53865201,Governor of Kogi State
Q53865552,Governor of Kwara State
Q19901457,Governor of Lagos State
Q53866357,Governor of Nasarawa State
Q53866438,Governor of Niger State
Q53869139,Governor of Ogun State
Q53869155,Governor of Ondo State
Q53869191,Governor of Osun State
Q13140661,Governor of Oyo State
Q53869276,Governor of Plateau State
Q23020727,Governor of Rivers State
Q53869292,Governor of Sokoto State
Q53869373,Governor of Taraba State
Q53869380,Governor of Yobe State
Q53869387,Governor of Zamfara State
Q23540955,Deputy Governor of Abia State
Q111080320,Deputy Governor of Adamawa State
Q111080330,Deputy Governor of Akwa Ibom State
Q111080339,Deputy Governor of Anambra State
Q111080341,Deputy Governor of Bauchi State
Q111080343,Deputy Governor of Bayelsa State
Q111080345,Deputy Governor of Benue State
Q111080347,Deputy Governor of Borno State
Q111080349,Deputy Governor of Cross River State
Q111080350,Deputy Governor of Delta State
Q111080351,Deputy Governor of Ebonyi State
Q111080354,Deputy Governor of Edo State
Q111080366,Deputy Governor of Ekiti State
Q111080378,Deputy Governor of Enugu State
Q111080389,Deputy Governor of Gombe State
Q111080402,Deputy Governor of Imo State
Q111080409,Deputy Governor of Jigawa State
Q111080410,Deputy Governor of Kaduna State
Q111080413,Deputy Governor of Kano State
Q111080415,Deputy Governor of Katsina State
Q111080417,Deputy Governor of Kebbi State
Q111080419,Deputy Governor of Kogi State
Q111080421,Deputy Governor of Kwara State
Q60767857,Deputy Governor of Lagos State
Q111079962,Deputy Governor of Nasarawa State
Q111080439,Deputy Governor of Niger State
Q111080446,Deputy Governor of Ogun State
Q111080451,Deputy Governor of Ondo State
Q111080457,Deputy Governor of Osun State
Q111080459,Deputy Governor of Oyo State
Q111080460,Deputy Governor of Plateau State
Q23540873,Deputy Governor of Rivers State
Q111080463,Deputy Governor of Sokoto State
Q111080464,Deputy Governor of Taraba State
Q111080466,Deputy Governor of Yobe State
Q111080469,Deputy Governor of Zamfara State
Q105140211,ambassador to Angola
Q107418347,ambassador to Burundi
Q91934393,ambassador to France
Q20164436,ambassador to Pakistan
Q39745075,ambassador to Togo
Q111163033,High Commissioner to the United Kingdom
Q36164318,Permanent Representative to the United Nations
Q30301734,ambassador of Nigeria
